business_id,restaurant,bar,shopping_mall,food,cafe,grocery_or_supermarket,movie_theater,lodging,night_club,parking,bus_station,subway_station,transit_station,university,school,restaurant_min,restaurant_avg,restaurant_max,bar_min,bar_avg,bar_max,food_min,food_avg,food_max,cafe_min,cafe_avg,cafe_max,movie_theater_min,movie_theater_avg,movie_theater_max,lodging_min,lodging_avg,lodging_max,night_club_min,night_club_avg,night_club_max
BESmH-lmMm34_EefL8X9fQ,1,0,0,5,0,2,0,0,0,0,6,0,6,0,2,4.5,4.5,4.5,-1,-1,-1,4.5,4.5,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
D09yG6Z3gcsh24Qn7Y4gYA,10,0,0,15,3,1,0,1,0,1,0,0,13,0,10,2.7,3.566666666666667,4.7,-1,-1,-1,2.7,3.5700000000000003,4.7,3.2,3.95,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
kaIue7GRCmkPzDeHDBTttQ,10,4,1,15,2,1,0,1,0,1,9,0,9,0,5,2.9,3.875,4.6,3.6,4.15,4.6,2.5,3.7699999999999996,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
j8nyAaN_w5t6wYv-ni23sg,49,18,2,60,4,3,0,1,2,12,10,0,14,2,2,2.2,3.872413793103448,4.7,3.4,3.953333333333333,4.4,2.2,3.8774193548387097,4.7,3.4,3.55,3.7,-1,-1,-1,4,4,4,3.4,3.9000000000000004,4.4
5XIvwfbIa-vuFEkkeCQ6kQ,60,28,2,60,10,4,0,3,6,13,8,0,12,3,3,2.2,3.9047619047619033,4.9,2.7,3.9047619047619047,4.5,2.2,3.88780487804878,4.9,3.4,4.0200000000000005,4.5,-1,-1,-1,4,4,4,2.7,3.425,4.4
VsO_rhXi5lgbaGxNwoEZsQ,31,14,2,46,11,2,2,3,2,1,20,0,20,7,10,2.3,4.032,4.7,3.8,4.29090909090909,4.8,2.3,4.121875,4.8,3.5,4.314285714285714,4.7,4.2,4.5,4.8,3.4,3.65,3.9,4.8,4.8,4.8
Y293fHh5SZ0_9BZm4M6BCg,60,34,3,60,24,3,1,12,11,21,17,0,21,34,7,2.2,3.764705882352941,4.5,2.7,3.9041666666666663,4.5,2.9,3.847916666666667,4.5,3.4,3.8636363636363638,4.5,4.2,4.2,4.2,3.5,4.128571428571428,4.5,2.7,3.75,4.4
IceZ4BtTz76eppjNWm-c6A,11,3,0,29,4,2,0,3,0,0,14,0,14,0,5,2.5,4.0625,5,3.9,4.3,4.7,2.5,4.0625,5,4.7,4.7,4.7,-1,-1,-1,3.1,3.5,4,-1,-1,-1
QsvRjgQacMMFf8dit7qqDw,9,2,0,15,0,2,0,0,0,1,10,0,10,0,3,3.6,4.34,4.7,3.6,3.95,4.3,3.6,4.45,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LXhL5X3edNRy7epku6UAEw,60,34,2,60,19,3,0,10,8,17,14,0,18,5,3,2.2,3.873333333333333,4.9,2.7,3.947826086956522,4.5,2.2,3.8454545454545452,4.5,3.4,4.022222222222222,4.5,-1,-1,-1,3.5,4.06,4.4,2.7,3.62,4.4
-lOSaCuBRAvX5JBifx-EMw,55,22,3,60,18,3,1,9,5,10,23,0,24,42,13,2.3,3.7947368421052627,4.9,2.7,3.857142857142857,4.5,2.3,3.8441860465116275,4.9,3.5,4.041666666666667,4.7,4.2,4.2,4.2,3.9,4.216666666666668,4.5,2.7,2.95,3.2
XI-_Y2XRw03mozGx0Z90Gw,60,33,3,60,22,3,0,12,11,21,17,0,21,10,9,2.2,3.7903846153846152,4.5,2.7,3.9166666666666665,4.5,2.9,3.8480000000000003,4.5,3.4,3.888888888888889,4.5,-1,-1,-1,3.5,4.128571428571428,4.5,2.7,3.75,4.4
qsWxbgQwuomXvMseg23DGg,60,28,3,60,22,2,1,11,7,12,27,0,28,43,11,2.3,3.8040000000000003,4.9,2.7,3.88421052631579,4.5,2.3,3.7795918367346943,4.6,3.5,4.040000000000001,4.7,4.2,4.2,4.2,3.5,4.114285714285715,4.5,2.7,3.4333333333333336,4.4
DlCtdbceo4YNSI53cCL2lg,9,3,1,14,3,1,0,2,0,1,9,0,9,0,5,2.9,3.828571428571429,4.6,3.6,4.133333333333334,4.6,2.5,3.7222222222222223,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
kR5i58Pcse1FD9tk-yYLlA,36,11,2,47,11,2,1,5,3,12,21,0,23,33,7,3.1,3.7954545454545454,4.7,2.7,3.625,4.2,3.1,3.8240000000000003,4.7,3.4,3.825,4.4,4.2,4.2,4.2,3.8,3.933333333333333,4.1,2.7,2.7,2.7
2I666dqzs1XB6xigIKa9bA,60,32,2,60,19,3,0,14,11,19,17,0,21,6,8,2.9,3.8745098039215686,4.9,2.7,3.9130434782608696,4.5,2.9,3.842857142857142,4.5,3.4,3.8999999999999995,4.5,-1,-1,-1,3.5,4.1,4.5,2.7,3.75,4.4
yExYqENb4F6qH6kJxTOaSQ,60,33,2,60,13,4,0,7,7,11,7,0,9,2,3,2.2,3.933333333333332,4.9,2.7,3.9681818181818187,4.5,2.2,3.956097560975608,4.9,3.4,4.014285714285714,4.5,-1,-1,-1,4,4.199999999999999,4.4,2.7,3.6750000000000003,4.4
9BH18avE46LlHMvJn67MaA,60,32,2,60,24,3,1,13,11,19,17,0,21,16,10,2.9,3.811320754716981,4.5,2.7,3.9086956521739133,4.5,2.9,3.8420000000000005,4.5,3.4,3.8636363636363638,4.5,4.2,4.2,4.2,3.5,4.128571428571428,4.5,2.7,3.75,4.4
trAvQPp7gps0Btk-2AmLpw,15,2,0,19,3,1,0,0,1,1,13,0,13,0,3,3.2,3.9416666666666664,4.8,4.2,4.2,4.2,3.2,3.94,4.8,3.4,4.0,4.4,-1,-1,-1,-1,-1,-1,4.2,4.2,4.2
VCQ3VvnVRhibTT8J61xWkw,4,0,0,11,0,1,0,0,0,0,12,0,12,1,0,2.7,3.7,4.7,-1,-1,-1,2.7,4.0249999999999995,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
s6zzKc7UvwDRxn-BFlhiTg,55,22,3,60,18,3,1,9,5,10,23,0,24,42,13,2.3,3.7947368421052627,4.9,2.7,3.857142857142857,4.5,2.3,3.8441860465116275,4.9,3.5,4.041666666666667,4.7,4.2,4.2,4.2,3.9,4.216666666666668,4.5,2.7,2.95,3.2
4WcxnNv_lzCIG2eb8O5Mlg,58,23,2,60,10,4,0,2,5,12,10,0,14,2,5,2.2,3.9486486486486485,4.9,2.7,3.9157894736842107,4.5,2.2,3.976923076923076,4.9,3.4,4.0200000000000005,4.5,-1,-1,-1,4,4,4,2.7,3.425,4.4
gkv2XvXpFgiq4Bb2XK7YmQ,60,35,2,60,19,4,0,10,8,17,7,0,11,5,4,2.2,3.8723404255319145,4.9,2.7,3.933333333333333,4.5,2.2,3.8399999999999994,4.5,3.4,4.022222222222222,4.5,-1,-1,-1,3.5,4.06,4.4,2.7,3.62,4.4
If2DUhmWIvlu2JFc_rR-Bw,60,32,2,60,21,3,0,14,11,20,16,0,20,6,8,2.9,3.8450980392156864,4.9,2.7,3.9130434782608696,4.5,2.9,3.842,4.5,3.4,3.888888888888889,4.5,-1,-1,-1,3.5,4.128571428571428,4.5,2.7,3.75,4.4
xH5axHFadmc7Veutt376TA,8,0,0,11,2,1,0,1,0,1,14,0,14,0,9,2.7,3.242857142857143,4,-1,-1,-1,2.7,3.2874999999999996,4,3.2,3.2,3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
Vvh2Hd4SsZjEEfKLNKAEWw,27,3,1,39,6,0,0,4,0,2,8,0,8,2,7,2.4,3.808333333333334,4.4,4.1,4.233333333333333,4.4,2.4,3.837037037037038,4.4,3.4,3.94,4.3,-1,-1,-1,3.9,4.1000000000000005,4.4,-1,-1,-1
sInUSy63Oh455uWs9p9OqQ,24,4,0,33,4,0,0,3,0,1,8,0,9,2,8,2.4,3.789473684210526,4.5,4.1,4.333333333333333,4.5,2.4,3.815,4.5,3.4,3.8499999999999996,4.3,-1,-1,-1,4,4.2,4.4,-1,-1,-1
x8WoC_7WHzXNmt6J13Nbvw,25,4,0,36,4,0,0,3,0,1,8,0,9,2,8,2.4,3.755,4.5,4.1,4.333333333333333,4.5,2.4,3.822727272727273,4.7,3.4,3.8499999999999996,4.3,-1,-1,-1,4,4.2,4.4,-1,-1,-1
wki-Qlp3OWgH0XtZ-Jz_WQ,60,35,3,60,21,3,0,12,11,19,14,0,18,3,7,2.2,3.8,4.5,2.7,3.912,4.5,2.9,3.85,4.5,3.4,3.888888888888889,4.5,-1,-1,-1,3.5,4.128571428571428,4.5,2.7,3.75,4.4
OoHWabV-ym7_HWlHeXTsVA,27,3,1,39,6,0,0,4,0,2,7,0,7,2,7,2.4,3.808333333333334,4.4,4.1,4.233333333333333,4.4,2.4,3.837037037037038,4.4,3.4,3.94,4.3,-1,-1,-1,3.9,4.1000000000000005,4.4,-1,-1,-1
oSKT5oZX1NWYaHwOWL5lag,27,3,1,39,6,0,0,4,0,2,8,0,8,2,7,2.4,3.808333333333334,4.4,4.1,4.233333333333333,4.4,2.4,3.837037037037038,4.4,3.4,3.94,4.3,-1,-1,-1,3.9,4.1000000000000005,4.4,-1,-1,-1
QAe9UHKsxPdXQovBpaznMQ,26,4,0,35,4,0,0,3,0,0,9,0,10,2,8,2.4,3.755,4.5,4.1,4.333333333333333,4.5,2.4,3.7809523809523813,4.5,3.4,3.8499999999999996,4.3,-1,-1,-1,4,4.2,4.4,-1,-1,-1
q1nDSpmV-FdTBNj6UuZvTg,27,3,1,39,6,0,0,4,0,2,7,0,7,2,7,2.4,3.808333333333334,4.4,4.1,4.233333333333333,4.4,2.4,3.837037037037038,4.4,3.4,3.94,4.3,-1,-1,-1,3.9,4.1000000000000005,4.4,-1,-1,-1
muCl5p-9ut1sY0aKeUeRhw,15,5,1,22,5,1,0,1,1,1,11,0,0,1,5,2.9,4.0,4.6,3.6,4.15,4.6,2.5,3.9071428571428575,4.6,4,4.25,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
oCA2OZcd_Jo_ggVmUx3WVw,60,26,2,60,10,3,0,2,5,12,9,0,13,2,5,2.2,3.8974999999999995,4.9,2.7,3.919047619047619,4.5,2.2,3.8815789473684212,4.9,3.4,4.0200000000000005,4.5,-1,-1,-1,4,4,4,2.7,3.425,4.4
eK6KGMKqU_4nB9RdayZD7Q,17,3,0,23,0,2,0,0,0,4,3,0,4,1,1,2.2,3.5799999999999996,4.1,3.8,3.8,3.8,2.2,3.716666666666667,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jn3OgTqiQIFymRA9U0PTfQ,44,16,1,60,8,2,0,3,3,10,4,0,6,0,3,2.2,3.854545454545455,4.9,2.7,3.8909090909090907,4.5,2.2,3.866666666666667,4.9,3.4,3.8600000000000003,4.2,-1,-1,-1,-1,-1,-1,2.7,2.95,3.2
1-1VcGTL3GyCqUpXZLFTZA,44,16,1,60,8,2,0,3,3,10,4,0,6,0,3,2.2,3.854545454545455,4.9,2.7,3.8909090909090907,4.5,2.2,3.866666666666667,4.9,3.4,3.8600000000000003,4.2,-1,-1,-1,-1,-1,-1,2.7,2.95,3.2
uaAMGh8gMoJD4nLFzNsM-A,60,32,2,60,21,3,0,13,11,19,15,0,19,3,8,2.9,3.8442307692307693,4.9,2.7,3.9130434782608696,4.5,2.9,3.841999999999999,4.5,3.4,3.888888888888889,4.5,-1,-1,-1,3.5,4.128571428571428,4.5,2.7,3.75,4.4
odhXwWaYZvD_icIN6f_DbA,32,14,3,51,12,2,2,1,2,2,20,0,20,8,6,2.3,4.044,4.7,3.5,4.236363636363635,4.8,2.3,4.0612903225806445,4.8,3.5,4.2,4.7,4.2,4.5,4.8,3.4,3.4,3.4,4.8,4.8,4.8
avPNEqlXgyBvTXjb-ujQFA,8,5,0,16,0,2,0,0,1,0,9,0,9,0,1,2.6,4.0,4.7,4,4.133333333333334,4.2,2.6,4.141666666666667,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
ldIxXmxD3Cku0vODGYb9dQ,8,5,0,16,0,2,0,0,1,0,9,0,9,0,1,2.6,4.0,4.7,4,4.133333333333334,4.2,2.6,4.141666666666667,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
hWhVP-28LYP3llaMlAJ_JA,13,4,0,22,0,3,0,1,3,0,10,0,10,0,3,2.8,3.9299999999999997,4.4,3.8,3.9,4,2.8,3.875,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
ixTr1qXUFGTzyaZUuCDDvg,10,0,0,13,2,1,0,1,0,1,11,0,11,0,7,2.7,3.3375,4,-1,-1,-1,2.7,3.3666666666666663,4,3.2,3.2,3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZoQAOnEFnyHjSpomtfqesA,13,3,0,21,5,2,0,1,0,0,13,0,13,0,7,2.7,3.9083333333333337,4.7,3.7,4.033333333333332,4.3,2.7,3.946666666666667,4.7,4.1,4.375,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
apCfJVnRyaw6oVUBKujpUQ,1,2,0,4,1,1,0,1,1,0,14,0,14,0,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,3.4,3.4,3.4,-1,-1,-1
ykfTh6HI219NoMsWBxulxw,9,1,0,15,2,1,0,1,2,0,10,0,10,0,3,2.8,3.9,4.5,4.2,4.2,4.2,2.8,4.090909090909091,4.8,4.4,4.6,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
McdTNj-TUMOlfkHwQWs4rg,4,1,0,13,2,1,0,0,0,0,5,0,5,0,1,4.7,4.7,4.7,-1,-1,-1,4.6,4.75,4.9,4.6,4.6,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
ypj60fU8wsiOkMjxayBgGg,6,1,0,15,2,2,0,0,0,0,4,0,4,0,1,2.6,3.6800000000000006,4.7,-1,-1,-1,2.6,3.9857142857142867,4.9,4.6,4.6,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
fAJvlRFhdYJlMyG-CA4ErQ,2,1,0,4,1,1,0,0,0,0,4,0,4,0,1,4.9,4.9,4.9,4.9,4.9,4.9,4.6,4.825,4.9,4.9,4.9,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1
tb24fvNJfHhyKEXkKn12Xw,4,1,0,7,1,0,0,2,0,0,18,0,18,0,4,3.3,4.15,4.5,4.4,4.4,4.4,3.3,4.333333333333333,4.7,4.7,4.7,4.7,-1,-1,-1,4.4,4.4,4.4,-1,-1,-1
VXIkI9_EbDbYHeO9IzKjJg,10,0,0,16,0,3,0,0,0,0,10,0,10,0,3,2.8,3.5666666666666664,4.3,-1,-1,-1,2.8,3.575,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VKxn7zmp8nOYT-ZHFZTjgA,8,3,0,20,3,3,0,0,4,0,11,0,11,0,1,3.6,4.08,4.5,4,4.1,4.2,3.6,4.355555555555556,4.8,4.6,4.699999999999999,4.8,-1,-1,-1,-1,-1,-1,4,4,4
Xobu8FzHN0KUm5Lw3swypA,8,1,0,15,2,1,0,1,1,0,17,0,17,0,2,2.8,3.9,4.5,4.2,4.2,4.2,2.8,4.090909090909091,4.8,4.4,4.6,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
rbiRLiFTG098z9JaK3Nshw,9,1,0,15,2,1,0,1,2,0,10,0,10,0,3,2.8,3.9,4.5,4.2,4.2,4.2,2.8,4.090909090909091,4.8,4.4,4.6,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
cgNIBHS2mLdbTRiodAT6EQ,9,4,2,14,3,1,0,3,0,0,11,0,11,0,5,3.2,4.0888888888888895,4.5,4.1,4.324999999999999,4.5,3.2,4.249999999999999,4.8,3.2,4.133333333333334,4.7,-1,-1,-1,3.9,4.15,4.4,-1,-1,-1
SZvYxcvYYVRue9MXcEDjsA,12,3,0,19,5,1,0,1,0,0,3,0,3,0,6,2.7,3.9090909090909096,4.7,3.7,4.033333333333332,4.3,2.7,3.976923076923077,4.7,4.1,4.375,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
YCqnzEOEwo2_mlDOy7Sahw,8,0,0,10,2,1,0,1,0,1,13,0,13,0,7,2.7,3.242857142857143,4,-1,-1,-1,2.7,3.2874999999999996,4,3.2,3.2,3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
5-X03Zc0nN7U5eoe8uFUdw,9,3,0,15,4,1,0,1,0,0,3,0,3,0,7,3.6,4.122222222222223,4.7,3.7,4.033333333333332,4.3,3.6,4.163636363636363,4.7,4.1,4.375,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
0De3TQ_uSOXwgduKL0va3w,11,0,0,15,3,1,0,1,0,1,10,0,10,0,7,2.7,3.688888888888889,4.7,-1,-1,-1,2.7,3.6800000000000006,4.7,3.2,3.95,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
R6aazv8FB-6BeanY3ag8kw,12,5,0,22,4,2,0,0,2,0,5,0,5,0,6,3.6,4.191666666666667,5,3.7,4.2,4.9,3.6,4.24,5,4.1,4.375,4.7,-1,-1,-1,-1,-1,-1,4,4.45,4.9
Xo9Im4LmIhQrzJcO4R3ZbA,9,0,0,15,0,2,0,0,0,0,13,0,14,0,1,2.8,3.8249999999999997,4.6,-1,-1,-1,2.8,3.78,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
_WyjHcQB24zyMXrZ7fjEXA,5,3,0,8,0,1,0,0,2,0,5,0,5,0,3,3.7,3.94,4.3,3.8,3.9,4,3.2,3.8166666666666664,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
9pYBiLe3k5Gi-AJqRklXcQ,6,2,0,15,2,2,0,0,0,0,5,0,5,0,1,2.6,3.6800000000000006,4.7,4.2,4.2,4.2,2.6,3.9857142857142867,4.9,4.6,4.6,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
TNKr6FelsEqOHnatOgWhog,14,4,0,21,0,2,0,2,3,0,11,0,11,0,3,2.8,3.963636363636363,4.4,3.8,3.9,4,2.8,3.9666666666666672,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
NYBx4sdSVrN-I5Q8RfLMPg,5,2,0,9,0,2,0,0,4,0,5,0,5,0,0,3.7,3.9000000000000004,4.4,3.8,3.9,4,3.2,3.7600000000000002,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
Cp6JGY5YIRncTV_My9nf9g,11,0,0,18,0,4,0,0,0,0,14,0,14,1,4,2.8,3.8249999999999997,4.6,-1,-1,-1,2.8,3.78,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04HakCR6gEeRYNAoKxkppQ,10,2,0,18,2,2,0,0,4,0,11,0,11,0,2,2.8,3.9999999999999996,4.5,4,4.1,4.2,2.8,4.163636363636363,4.8,4.4,4.6,4.8,-1,-1,-1,-1,-1,-1,4,4,4
8ukXESjPTI7Axn63SsWWRg,3,2,0,12,2,0,0,4,1,0,11,0,11,0,4,3.1,3.8666666666666667,4.4,4,4.2,4.4,3.1,3.9400000000000004,4.4,-1,-1,-1,-1,-1,-1,2.6,3.0666666666666664,3.3,4,4,4
ITyAEjIw9ekv0wXpGHQF1Q,12,3,1,14,0,1,0,0,1,0,7,0,7,0,4,2.7,3.642857142857143,4.5,4,4,4,2.7,3.642857142857143,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
ozWBsvbeM2LSPsRDsYKr1Q,8,4,2,12,1,2,0,6,2,0,10,0,10,1,0,3.5,3.8,4.2,3.9,4.05,4.2,3.5,3.9499999999999997,4.7,4.2,4.2,4.2,-1,-1,-1,2.1,3.6,4.2,3.9,4.05,4.2
q2SZa5g85758iW1L9sSL1g,15,2,0,22,0,2,0,2,1,0,9,0,9,0,2,2.8,3.963636363636363,4.4,3.8,3.8,3.8,2.8,3.9666666666666672,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
po5FyERB4lUZNnBIwnhFlg,13,3,1,16,0,1,0,0,1,0,8,0,8,0,5,2.7,3.6125000000000003,4.5,4,4,4,2.7,3.6125000000000003,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
I2IofjP2sHZUkv7pcoc33A,7,1,1,16,0,2,0,1,0,1,10,0,10,0,0,3.2,3.925,4.5,4.6,4.6,4.6,3.2,3.983333333333333,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
_RBUU1y4yJrK0SPAd8z0-w,12,3,1,14,0,1,0,0,1,0,6,0,6,0,3,2.7,3.642857142857143,4.5,4,4,4,2.7,3.642857142857143,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4
WyJuGTwFwoN0k8iX8FsqYw,2,0,0,5,0,1,0,0,0,0,9,0,9,0,0,3.5,3.65,3.8,-1,-1,-1,3.5,3.65,3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PEHJjxdw11TGFma9Zhz3ng,7,1,1,17,0,2,0,0,0,1,10,0,10,0,2,3.2,3.925,4.5,4.6,4.6,4.6,3.2,4.1,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zU8IfotOLryhaz5okWx6cA,1,1,1,1,0,0,0,7,0,2,9,0,10,5,6,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,2.2,2.975,4.2,-1,-1,-1
h2ewvzx8enIwYhNbtIpcZw,11,5,2,16,1,2,0,8,2,4,12,0,12,1,1,3.5,3.8571428571428568,4.4,3.6,3.9,4.2,3.5,3.9625,4.7,4.2,4.2,4.2,-1,-1,-1,2.1,3.7142857142857144,4.2,3.9,4.05,4.2
xfk9eY8gmwn8qsbyd-W6lQ,5,1,0,5,0,0,0,1,0,0,9,0,9,0,1,3,3.6500000000000004,4.2,4.4,4.4,4.4,3,3.6500000000000004,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
_gXpjRIjb5fv5f5IVGXvsw,9,4,1,15,0,3,0,2,0,0,9,0,9,0,1,3.3,3.4,3.6,4,4.15,4.3,3.3,3.56,4.1,-1,-1,-1,-1,-1,-1,4.2,4.2,4.2,-1,-1,-1
11TvD4sCfA8GEqLDANpbSQ,8,1,0,10,0,0,0,2,0,0,5,0,5,0,1,3.4,3.8499999999999996,4.2,-1,-1,-1,3.4,3.8499999999999996,4.2,-1,-1,-1,-1,-1,-1,3.8,4.0,4.2,-1,-1,-1
Fq_ihbYzLNXCRJwN6FUJNg,7,3,0,17,0,4,0,2,0,0,4,0,4,0,1,3.3,3.866666666666667,4.7,4,4.15,4.3,2.8,3.66,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zpKmFI47BWUT-dUlTDSVug,8,1,1,11,0,1,0,1,0,0,8,0,8,0,2,3.3,3.45,3.6,-1,-1,-1,3.3,3.625,4.1,-1,-1,-1,-1,-1,-1,4.2,4.2,4.2,-1,-1,-1
