"business_id","name","address","city","state","stars","categories","price","restaurant_stars","bar_stars","food_stars","cafe_stars","movie_theater_stars","lodging_stars","night_club_stars","parking","bus_station","transit_station","university"
"0kZ4aYmqf5fzTt9Yvz8Kvw","Waffle House","4824 E Chandler Blvd
Phoenix, AZ 85048","Phoenix","AZ",3.5,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",1,3.69444444444444,3.95,3.78260869565217,4.175,-1,3,-1,0,9,9,0
"0l9e2aBYZfogiSUyxJEL3Q","Manuel's Mexican Restaurant & Cantina","5509 N 7th St
Phoenix, AZ 85014","Phoenix","AZ",3.5,"['Mexican', 'Restaurants']",NA,4.03333333333333,3.76666666666667,4.08,3.9,-1,-1,-1,0,5,5,0
"0LBv0QQK9L6ArPkO4eXjJA","Hong Kong Kitchen 3","510 E Baseline Rd
D3
Phoenix, AZ 85042","Phoenix","AZ",4,"['Chinese', 'Restaurants']",1,3.7,-1,3.73333333333333,-1,-1,-1,-1,0,13,13,0
"0lEp4vISRmOXa8Xz2pWhbw","Cafe Zupas","1935 E Camelback Rd
Phoenix, AZ 85016","Phoenix","AZ",4,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']",1,3.86666666666667,4.1,3.93548387096774,4.125,-1,4.3,4.9,0,5,5,0
"0LLaVEXjtW0aW0FzU9uRoA","Yin's Chinese Resturant","1950 W Indian School Road
Phoenix, AZ 85015","Phoenix","AZ",4,"['Chinese', 'Restaurants']",1,3.9,4.1,3.75555555555556,-1,-1,1.4,-1,0,10,10,0
"0MQ3inDAuiq43TN9hw_Rbw","Sonic Drive-In","3411 W Union Hills Dr
Phoenix, AZ 85027","Phoenix","AZ",3.5,"['American (Traditional)', 'Fast Food', 'Restaurants']",1,3.82857142857143,4.06666666666667,3.9,4.4,-1,-1,4.1,0,8,8,0
"0nGjXTpUtpIJl10PL0eBGg","Breakfast Club","2 E Jefferson St
Phoenix, AZ 85004","Phoenix","AZ",3.5,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']",2,3.866,3.91666666666667,3.83541666666667,3.94285714285714,-1,4.13333333333333,3.75,17,15,19,3
"0NlTmTzKYXbE6Hx2iGEb5A","El Encanto DOS","1112 E Carefree Hwy
Phoenix, AZ 85085","Phoenix","AZ",3,"['Mexican', 'Restaurants']",2,3.83333333333333,-1,3.83333333333333,-1,-1,-1,-1,0,0,0,0
"0nT6cj3YBJIJSwHL4mKlJw","Pho Viet","3557 W Dunlap Ave
Phoenix, AZ 85051","Phoenix","AZ",2.5,"['Vietnamese', 'Restaurants']",NA,4.1,3.8,3.55,-1,-1,-1,-1,0,10,10,0
"0nyaKW_6QHSJ74OVnDmyhA","China Super Buffet","8801 N 7th St
Phoenix, AZ 85020","Phoenix","AZ",3,"['Chinese', 'Restaurants']",1,3.68888888888889,4.6,3.78181818181818,3.7,-1,-1,-1,3,12,13,0
"0NYKE2qvRQAuE09bIQAViQ","Bol Italia","1065 W Queen Creek Rd
Chandler, AZ 85248","Chandler","AZ",4,"['Restaurants', 'Italian']",1,3.63478260869565,3.05,3.775,4.36666666666667,-1,-1,-1,0,0,0,0
"0OjN8M62r8cJhSF1mGfsdg","Sonic Drive-In","41135 N Daisy Mountain Dr
Phoenix, AZ 85086","Phoenix","AZ",3,"['American (Traditional)', 'Fast Food', 'Restaurants']",1,4.2,4.3,4.2,-1,-1,-1,-1,0,0,0,0
"0ONypOKIhttBz9IJzBE8jg","Fleming's Prime Steakhouse & Wine Bar","905 N 54th St
Chandler, AZ 85226","Chandler","AZ",3.5,"['Wine Bars', 'Bars', 'Steakhouses', 'Nightlife', 'Restaurants']",3,3.9695652173913,3.9,4.04137931034483,3.7,-1,4,-1,0,4,4,0
"-0QBrNvhrPQCaeo7mTo0zQ","La Salcita","2526 W Van Buren St
Phoenix, AZ 85009","Phoenix","AZ",4.5,"['Restaurants']",1,4.13333333333333,-1,4.0875,-1,-1,-1,-1,0,13,13,0
"0QEpZi6AelUOXfk3-lCd1A","Down South Restaurant","124 S 24th St
Phoenix, AZ 85034","Phoenix","AZ",2.5,"['American (Traditional)', 'Southern', 'Restaurants']",2,3.2,-1,3.2,-1,-1,2.9,-1,0,9,9,0
"0QHBb-nEi1ZX7ciSUweL0w","Sushi San","1440 W Warner Rd
Ste 125A
Gilbert, AZ 85233","Gilbert","AZ",4,"['Japanese', 'Restaurants']",2,4.66,4.9,4.58333333333333,4.9,-1,-1,4.9,0,0,0,0
"0qPmDwHa9NdvvIOgerR8HQ","Canal Restaurant","7144 E Stetson Drive
Ste 250
Scottsdale, AZ 85251","Scottsdale","AZ",3.5,"['Bars', 'American (New)', 'Nightlife', 'Lounges', 'Restaurants']",3,3.97058823529412,4.00652173913044,3.97083333333333,4.1,4.3,3.8625,3.85625,2,15,16,3
"0QTn4pMzKv1mnQifcP9YoQ","Autumn Court","3752 E Indian School Rd
Phoenix, AZ 85018","Phoenix","AZ",3,"['Sushi Bars', 'Chinese', 'Restaurants']",2,4.14444444444444,4.12727272727273,4.15238095238095,4.35,-1,-1,4.33333333333333,0,6,6,0
"0qUesn1TBPpPjW20h5Lqfg","Fresh Wasabi","6645 W Bell Rd
Ste 103
Glendale, AZ 85308","Glendale","AZ",4,"['Sushi Bars', 'Restaurants']",2,4.13333333333333,4.4,4.22666666666667,-1,-1,-1,-1,0,7,7,0
"0QUjIl8sGZsA0L1JCqVAgA","Pink Pony","3831 N Scottsdale Rd
Scottsdale, AZ 85251","Scottsdale","AZ",3.5,"['American (New)', 'Comfort Food', 'Restaurants']",2,3.936,4.05806451612903,3.966,4.18888888888889,-1,3.85,3.925,0,25,27,0
"0RqNRc6RiILzZxK9J8Kqug","Red Robin Gourmet Burgers","2501 W. Happy Valley Road
Phoenix, AZ 85085","Phoenix","AZ",3.5,"['Burgers', 'American (Traditional)', 'Restaurants']",2,3.6,3.57142857142857,3.72777777777778,4.63333333333333,4.6,4.6,-1,0,3,3,0
"0Rrih6W3LGrNGB_3cQaplg","Fry's","39508 N Daisy Mountain Dr
Phoenix, AZ 85086","Phoenix","AZ",3.5,"['Food', 'Grocery', 'Delis', 'Restaurants']",1,3.85,-1,3.9,3.9,-1,-1,-1,0,0,0,0
"0rYCozOj5knFC4e32ECYoQ","Houstons","6113 N Scottsdale Rd
Scottsdale, AZ 85250","Scottsdale","AZ",4.5,"['American (New)', 'Restaurants']",4,4.08333333333333,3.93333333333333,4.03333333333333,4.2,-1,4.3,-1,0,4,4,0
"0spv_UWTK46V6e7-QcXw4w","McDonald's","220 N 35th Ave
Phoenix, AZ 85009","Phoenix","AZ",2.5,"['Burgers', 'Fast Food', 'Restaurants']",1,3.55454545454545,-1,3.59230769230769,-1,-1,-1,-1,0,11,11,0
"0t9N1QJv9L4HNXpmjHbsVQ","China Asia Super Buffet","5301 W Indian School Rd
Phoenix, AZ 85031","Phoenix","AZ",3,"['Buffets', 'Chinese', 'Restaurants']",1,3.52222222222222,-1,3.475,-1,-1,-1,-1,0,9,9,0
"0UWfvm0ah-8DVSm3nkbsMg","El Metate Mexican Food","3150 N Alma School Rd
Chandler, AZ 85224","Chandler","AZ",3.5,"['Mexican', 'Restaurants']",1,3.68888888888889,3.3,3.86666666666667,4,-1,-1,-1,0,7,7,0
"0UZdnZKHmCJHqN5cbM2nUw","Johnny Rockets","3157 W. Chandler, Sp #2
Chandler Fashion Center
Chandler, AZ 85226","Chandler","AZ",3,"['Burgers', 'American (Traditional)', 'Sandwiches', 'Restaurants']",1,3.86842105263158,3.94,3.91428571428571,3.6,-1,3.5,-1,1,4,4,0
"0vb_YDCtZo0Yk9zHF7rzSA","Pizza Hut","1839 W Indian School Rd
Phoenix, AZ 85015","Phoenix","AZ",1.5,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",1,3.9,4.1,3.75555555555556,-1,-1,3.15,-1,0,11,11,0
"0vFCASHpp2VBeTuVus4MOg","Kyoto Bowl","702 W Camelback Rd
Ste 1
Phoenix, AZ 85013","Phoenix","AZ",2,"['Japanese', 'Restaurants']",1,4.05714285714286,4.275,4.15454545454546,4.3,-1,3.3,3.8,0,9,9,0
"0vjPlHp1eZPOyb-bcjp-9g","Castaways","5110 E McDowell Rd
Phoenix, AZ 85008","Phoenix","AZ",4.5,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']",1,3.64285714285714,4,3.64285714285714,-1,-1,-1,4,0,6,6,0
"0vzZ_Bcb02rJljeMU9XkBw","Sakana Sushi & Grill","5061 E Elliot Rd
Phoenix, AZ 85044","Phoenix","AZ",4,"['Seafood', 'Sushi Bars', 'Japanese', 'Restaurants']",2,4.2,-1,4.26,-1,-1,3.4,-1,0,8,8,0
"0WBsN95ItG6IyiB1X2lMrA","K Sushi Bar & Grill","4372 W Olive Ave
Glendale, AZ 85302","Glendale","AZ",3.5,"['Korean', 'Sushi Bars', 'Japanese', 'Restaurants']",2,3.875,4.13333333333333,3.95,4.4,-1,-1,-1,0,13,13,0
"0wc5ar15VqAcP1mLpEFVGw","Hawaiian Sun BBQ","1652 N Higley Rd
Gilbert, AZ 85234","Gilbert","AZ",4,"['Hawaiian', 'Restaurants']",1,4.05454545454545,3.83333333333333,4.05454545454545,4.15,-1,4.4,-1,0,0,0,0
"0Wgkqmf1uJB9AmiQK75qHw","Slanted Rice Vietnamese Bistro","6149 N Scottsdale Rd
Scottsdale, AZ 85250","Scottsdale","AZ",4,"['Vietnamese', 'Restaurants']",2,4.02142857142857,3.92857142857143,4,4.2,-1,3.85,-1,0,6,6,0
"0wkFwbx-6gWusPuDkqgR7A","Smashburger","2904 S Santan Village Pkwy
Ste 104
Gilbert, AZ 85234","Gilbert","AZ",3.5,"['Burgers', 'Restaurants']",1,3.56470588235294,-1,3.61052631578947,3.35,-1,-1,-1,0,0,0,0
"0wK--zW6Bgqgvnob8Qc77g","Famous Sam's","720 W Ray Rd
Gilbert, AZ 85233","Gilbert","AZ",3.5,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']",1,4.03333333333333,4,4.03333333333333,-1,-1,-1,-1,0,0,0,0
"0xusOkLdNpGZvXmuquFRMg","McGrath's Fish House","7000 E Mayo Boulevard
Phoenix, AZ 85054","Phoenix","AZ",2,"['Restaurants']",2,4.015,3.9,3.98695652173913,4.13333333333333,4.5,-1,-1,0,9,9,0
"0xWF7PpTNl-awqg2YGxxFQ","IHOP","2501 N 44th St
Phoenix, AZ 85008","Phoenix","AZ",3,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",1,3.3125,3.45,3.5,4.25,-1,3.1,-1,0,5,5,0
"0yBs5wbVw9gTIDe9Z-rMTg","Bonfire Grill and Bar","7210 E 2nd St
Scottsdale, AZ 85251","Scottsdale","AZ",3.5,"['American (New)', 'Restaurants']",2,3.91777777777778,4.028,3.96041666666667,4.1625,-1,3.84,3.86666666666667,0,24,26,0
"0YCV8260mMgN0PxuzAtO3g","Subway","144 N Central Ave
Phoenix, AZ 85004","Phoenix","AZ",2,"['Fast Food', 'Sandwiches', 'Restaurants']",1,3.8,3.90454545454545,3.842,3.86363636363636,4.2,4.12857142857143,3.75,19,22,26,16
"0YEbfeYZXkcTwjos9cgaEA","Rubio's","32415 North Scottsdale Rd
Scottsdale, AZ 85262","Scottsdale","AZ",4,"['Mexican', 'Restaurants']",1,4.075,4,3.91666666666667,4.2,-1,-1,-1,0,0,0,0
"0YEYPidJcDh-Hgjwaisi5Q","Black Bear Diner","6039 W Bell Rd
Glendale, AZ 85306","Glendale","AZ",3.5,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']",2,3.79411764705882,3.85,3.81666666666667,-1,-1,-1,3.85,0,11,11,0
"0ylC0tsPUY3yaoXRaCDL3Q","Arizona Sandwich Company","4949 E Warner Rd
Ste 1
Phoenix, AZ 85044","Phoenix","AZ",4,"['Sandwiches', 'Restaurants']",1,3.83125,4,3.82777777777778,3.8,-1,-1,4.6,0,4,4,0
"0Z6KXCKH7vLi8wgNjmJkjw","Chennai Fusion Grill","4929 W Chandler Blvd
Chandler, AZ 85226","Chandler","AZ",4,"['Indian', 'Buffets', 'Restaurants']",2,3.875,3.8,3.94,-1,-1,-1,3.8,0,6,6,0
"0Zec6RiFV6h6TbOFb7xu3A","Zinburger","15257 N Scottsdale Rd
Ste F150
Scottsdale, AZ 85254","Scottsdale","AZ",4,"['Burgers', 'American (New)', 'Restaurants']",2,4.02,3.93333333333333,4.05666666666667,4.1,4.5,3.1,4,1,13,13,1
"0zHHvaVxvR5BpFXECvNNFQ","El Dorado Bar and Grill","8708 E McDowell Rd
Scottsdale, AZ 85257","Scottsdale","AZ",4,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",1,3.8,3.8,4.15,-1,-1,-1,-1,0,8,8,0
"10VZ8KEshqD5twjcmZ-eaw","El Portal Restaurant","117 W Grant St
Phoenix, AZ 85003","Phoenix","AZ",3,"['Mexican', 'Restaurants']",1,4,4,4.14285714285714,-1,-1,-1,-1,3,9,9,0
"11NjTU-TnxoEJICfsJ44Rg","Old Dixie's","13516 N 59th Dr
Glendale, AZ 85304","Glendale","AZ",5,"['Food', 'Cajun/Creole', 'Food Trucks', 'Restaurants']",1,3.5,-1,3.9,-1,-1,-1,-1,0,4,4,0
"11TvD4sCfA8GEqLDANpbSQ","Los Jarritos Restaurant","4630 E Van Buren St
Phoenix, AZ 85008","Phoenix","AZ",3.5,"['Mexican', 'Restaurants']",1,3.85,-1,3.85,-1,-1,4,-1,0,5,5,0
"1-1VcGTL3GyCqUpXZLFTZA","Friday's Front Row Sports Grill","Chase Field
401 E Jefferson St
Phoenix, AZ 85004","Phoenix","AZ",3,"['American (Traditional)', 'Restaurants']",2,3.85454545454545,3.89090909090909,3.86666666666667,3.86,-1,-1,2.95,10,4,6,0
"12Abu2ipAXn5RfXe9y_pdQ","Blue Wasabi Sushi & Martini Bar","20715 N. Pima Road
Market Street at DC Ranch
Scottsdale, AZ 85250","Scottsdale","AZ",3.5,"['Sushi Bars', 'Japanese', 'Restaurants']",3,4.325,4.4,4.28,-1,-1,-1,-1,0,0,0,0
"1-40wS09HcJnJIKRVWRL6g","Pizza Patrõn","1640 N 36th St
Phoenix, AZ 85008","Phoenix","AZ",3,"['Pizza', 'Restaurants']",1,3.65,-1,3.65,-1,-1,-1,-1,0,6,6,0
"142B55RUI8L5rfwIuVatMA","Peter Piper Pizza","15720 N Pima Rd
Scottsdale, AZ 85260","Scottsdale","AZ",4,"['Pizza', 'Restaurants']",1,-1,-1,-1,-1,-1,3.5,-1,0,0,0,0
"1_43FZHx3P5D7X-CpIR9WA","Jersey Mike's Subs","2501 West Happy Valley Road
Phoenix, AZ 85058","Phoenix","AZ",3.5,"['Delis', 'Fast Food', 'Sandwiches', 'Restaurants']",1,3.6,3.57142857142857,3.72777777777778,4.63333333333333,4.6,4.6,-1,0,3,3,0
"14K90G-hbfk795NY7cKxMA","Blue 32 Sports Grill","1524 E Williams Field Rd
Gilbert, AZ 85295","Gilbert","AZ",4,"['Nightlife', 'Bars', 'American (New)', 'Sports Bars', 'Restaurants']",2,3.82,4.45,3.96,4.45,-1,-1,5,0,4,4,0
"14NSxaXBNspIVnsrMYJZVw","Poncho's Mexican Food","7202 S Central Ave
Phoenix, AZ 85042","Phoenix","AZ",3.5,"['Mexican', 'Restaurants']",1,3.6,-1,3.61538461538462,-1,-1,-1,-1,0,12,12,0
"15JZ0ME6eOtShdLctzfR6w","Copper Kettle","1964 N Alma School Rd
Chandler, AZ 85224","Chandler","AZ",3,"['Pakistani', 'Indian', 'Restaurants']",2,3.84615384615385,4.1,3.925,4.3,-1,-1,4.6,0,4,4,0
"16orLd_wKfdfh4AxTZu_zQ","The Office","21001 N Tatum Blvd
Ste 1630
Phoenix, AZ 85050","Phoenix","AZ",3.5,"['Bars', 'Nightlife', 'Restaurants']",2,3.796,3.72,3.8,3.85,4,-1,-1,0,4,4,0
"17DI33J8TkcfzyoiIYLQIw","Thai House","6949 E Shea Blvd
Scottsdale, AZ 85253","Scottsdale","AZ",4,"['Thai', 'Restaurants']",2,3.8,4.4,3.94761904761905,4,-1,3.4,4.9,0,4,4,0
"18TUn9oiW0k0yB6lheiOvw","TEXAZ Grill","6003 N 16th St
Phoenix, AZ 85016","Phoenix","AZ",4,"['Steakhouses', 'Restaurants']",2,4.03333333333333,4.11428571428571,4.15714285714286,4,-1,-1,-1,0,7,7,0
"19hZVXTJ8nGUMBsuIfgm5g","Petes Fish & Chips","1111 E Buckeye Rd
Phoenix, AZ 85034","Phoenix","AZ",3,"['American (Traditional)', 'Fish & Chips', 'Restaurants']",1,4.1,-1,4.1,-1,-1,-1,-1,0,5,5,0
"19yh2tk7HXOBG8GU0_OrKQ","Caramba Fresh Mexican Food","5421 W Glendale Ave
Glendale, AZ 85301","Glendale","AZ",3.5,"['Mexican', 'Restaurants']",1,3.56666666666667,-1,3.81818181818182,-1,-1,-1,-1,0,9,9,0
