"business_id","name","latitude","longitude","categoies"
"_gXpjRIjb5fv5f5IVGXvsw","Del Taco","33.466688","-111.987753","['Fast Food', 'Restaurants']"
"11TvD4sCfA8GEqLDANpbSQ","Los Jarritos Restaurant","33.4513465","-111.9810889","['Mexican', 'Restaurants']"
"ZAgPh4v-oOb1g6cdlkKI0g","Phoenix House Of Pizza And Subs","33.4518","-111.9789","['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
"2unQHR9uaRxk3dsW6f3MGA","Lao Ching Hing","33.4552907","-111.9878697","['Chinese', 'Restaurants']"
"4rcOm0NnQkBanyS5g7TSNg","El Nuevo Taquito","33.465718","-112.0112336","['Mexican', 'Restaurants']"
"s87D-mtAuJ8BluKgYYsXGw","El Nopalito","33.4796892","-112.0297946","['Mexican', 'Restaurants']"
"yQONzVpX-DEpGSuKMIov6A","Szechwan Palace","33.4554481","-111.9884856","['Chinese', 'Restaurants']"
"9tefv6uPxoHhp_OlQQJVXA","Canton Wong","33.4766277","-112.0128996","['Chinese', 'Restaurants']"
"Um5VnQXli9IwplV2rmgggg","Souper Salad","33.478444","-111.9864838","['Buffets', 'Restaurants']"
"_8Y-XNHmQ76xmxUQIrn0sA","Blimpie","33.4736745","-111.9862587","['Sandwiches', 'Restaurants']"
"rAb_wfdKKPPbcIysjYcW4A","Pozoleria Guerrero","33.450927","-112.0211988","['Mexican', 'Restaurants']"
"hzUOqxpcnYYBgLlrgvjQYQ","Applebee's","33.4764103","-111.9864526","['Bars', 'American (Traditional)', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']"
"5UBAWhxukaPrc_0DalT-3w","Taco Bell","33.476956","-111.986944","['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
"jzPMl-NoB5F2fwoHX3hN8A","Macayo's Mexican Restaurants","33.4926708","-112.0734808","['Mexican', 'Restaurants']"
"I4L_MJOZsnux3xCU2bLP8Q","Cranberry Hills Eatery & Catering","33.4827511","-112.0734569","['Breakfast & Brunch', 'American (New)', 'Restaurants']"
"JN2qXIuDXnV2d8WnSqd28A","Streets of New York","33.5095515","-112.0701304","['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
"KIbFaBrZDX7rrYJInkv5Kg","Del Taco","33.4796364","-112.0690845","['Mexican', 'Restaurants']"
"-AAig9FG0s8gYE4f8GfowQ","Pane Bianco","33.5006213","-112.0743113","['Pizza', 'Italian', 'Sandwiches', 'Restaurants']"
"SfrBXbRdNB_gqPkIgJyKCg","Bitter Creek Cafe","33.4633481","-112.0640507","['Food', 'Coffee & Tea', 'American (New)', 'Sandwiches', 'Restaurants']"
"7Jmri1RCl9Ksmpi5EoIOZQ","Duck & Decanter","33.484705","-112.07333","['Sandwiches', 'Restaurants']"
"3xEB9FyFXolq1b_Qn_BFtg","George & Dragon Restaurant","33.4978019","-112.074054","['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']"
"SkNUbFJiJtbZjY-S_S0u7g","The Good Egg - Uptown","33.5096052184","-112.07196136","['Breakfast & Brunch', 'Restaurants']"
"VZYMInkjRJVHwXVFqeoMWg","Jack-In-the-Box","33.486194","-112.073895","['Fast Food', 'Restaurants']"
"g4Eit1EeeEGhTVik6AWYsA","Wendy's","33.4945129","-112.0689256","['Burgers', 'Fast Food', 'Restaurants']"
"cIwMq5KNq0ASQzoTP1dE9Q","Boston Market","33.5107343896","-112.073318522","['Event Planning & Services', 'American (Traditional)', 'Caterers', 'Comfort Food', 'Restaurants']"
"OkXpdUozVS3vjSRtCoSIvw","Fusilli's","33.4841425","-112.0746935","['Fast Food', 'Restaurants', 'Italian']"
"cjUmPLRT43wN9Z87A9BOpg","Applebee's","33.5095681227","-112.073327447","['Bars', 'American (Traditional)', 'Nightlife', 'Steakhouses', 'Sports Bars', 'Restaurants']"
"UWrB5H3G-hhiHMy3iKV2ew","Cheese 'n Stuff","33.5102286","-112.0741357","['Cheese Shops', 'Food', 'Specialty Food', 'Delis', 'Sandwiches', 'Restaurants']"
"-3WVw1TNQbPBzaKCaQQ1AQ","China Chili","33.4859173","-112.0690737","['Chinese', 'Restaurants']"
"wTiQXYB9fE9rcSZDsZgbtQ","Sweet Tomatoes","33.5096666571","-112.071740126","['Vegetarian', 'Buffets', 'Salad', 'Restaurants']"
"L19_1cG2ALVjdBQ456h26A","Yoshi's Restaurant","33.4940597","-112.0741454","['Fast Food', 'Japanese', 'Restaurants']"
"zZmhEpiVpRfFQid87-pcOQ","Dairy Queen","33.5104095391","-112.074047388","['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']"
"OCmmPs_5NBt65ZY7OuG-lA","Sam's Deli Mart","33.6483174","-112.1193731","['Sandwiches', 'Restaurants']"
"WPSM_oTPceoSnwqQWfAsdg","Qdoba Mexican Grill","33.4833078593","-112.075009831","['Mexican', 'Restaurants']"
"5W0WLaM5gue42MQPpcB0lw","Katz Delicatessen & Sandwich Shop","33.5126276","-112.0740912","['Delis', 'Restaurants']"
"3UMcsN9IjoeV8JZvC4apag","Sun Up Brewing","33.5094995","-112.0687616","['Food', 'Bars', 'Breweries', 'Nightlife', 'Restaurants']"
"yaTx8l9SrM0qR3Zcdnw5rw","Le Peep Restaurant On Central","33.4915301","-112.0755533","['Breakfast & Brunch', 'Restaurants']"
"kUGgkYxXxHDhD6mtpQdUNQ","Domino's Pizza","33.5095292","-112.0609579","['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
"DeAnVirgOxQnI36V1W158A","Juan's Authentic Mexican Food","33.4804917","-112.0490225","['Mexican', 'Restaurants']"
"ML1RJdeZ7bbfMrHvJ7m99A","Oregano's Pizza Bistro","33.5094801","-112.0601964","['Italian', 'Pizza', 'Restaurants']"
"nrb_PRgJB-ZOVLD07fikJQ","Jack in the Box","33.5306963","-112.064714","['Burgers', 'Fast Food', 'Restaurants']"
"lFs2xPJ6Nngi6DnHfsX4qA","McDonald's","33.4951243","-112.0618092","['Burgers', 'Fast Food', 'Restaurants']"
"-S7aL8dVIiXjCdbTZVn8uA","Manhattan Pizzeria and Subshop","33.5139355","-112.0652187","['Kosher', 'Pizza', 'Restaurants']"
"FltN1Hnw4n7BORXJH1kaeg","Mediterranean House","33.523734","-112.0479747","['Greek', 'Mediterranean', 'Middle Eastern', 'Restaurants']"
"AkOruz5CrCxUmXe1p_WoRg","Cherryblossom Noodle Cafe","33.5095292","-112.0609579","['Asian Fusion', 'Italian', 'Japanese', 'Restaurants']"
"kIvIqHvvFOc6aCutFYIvNg","Taco Bell","33.523756","-112.049638","['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
"3CSaqRNvYg7ZdN2zwxwzVw","Christo's Ristorante","33.529845","-112.064704","['Bars', 'Seafood', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']"
"FW2Z4ll4zSOEDAJX9-wBZA","The Great Dane Restaurant","33.52812","-112.0646901","['Hot Dogs', 'Sandwiches', 'Restaurants']"
"XcwbN5fDlyl8qCttcdDGKA","Rolberto's","33.5102487","-112.0652928","['Mexican', 'Restaurants']"
"VlG9qxAc4d0em2djaU__xw","Jordan's Mexican Food","33.5289148","-112.064517","['Mexican', 'Restaurants']"
"naUFPFYH2CqHtTrV3IAJrQ","Crown China Super Buffet","33.5167768","-112.0646478","['Buffets', 'Chinese', 'Restaurants']"
"W8WyVVxinyRjzP8gJa7ILg","Tokyo Express","33.5095292","-112.0609579","['Japanese', 'Restaurants']"
"PxeX1M8WtyPxX1MuuGIh-g","Scott's Generations Restaurant & Delicatessen","33.5184314","-112.0641262","['Sandwiches', 'Delis', 'Breakfast & Brunch', 'Restaurants']"
"auorqdHiATGZHVd-sd79ZQ","Pizza Heaven Bistro","33.5124076744","-112.065353394","['Italian', 'Pizza', 'Restaurants']"
"MEraJIKYztC7IOzYwMe86g","Raimondo's","33.5102274","-112.0806121","['Restaurants', 'Pizza', 'Italian']"
"3ZVG1MSRuvheqZ4gOioQVw","Rack Shack BBQ","33.4942339","-112.0597411","['Barbeque', 'Restaurants']"
"FKHv7FkblONv9qqBndJUrg","Denny's","33.5094973533","-112.065289682","['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
"od49_DFUJY9louGx80My-A","Pancho's Mexican Buffet","33.4943842","-112.0606304","['Buffets', 'Mexican', 'Restaurants']"
"t30Ua_mSiClnpBqud84ygw","Imperial Garden Chinese Buffett","33.5089548","-112.0483091","['Buffets', 'Chinese', 'Restaurants']"
"lHKS896yFkmAuWyFnbNP3A","King Solomon's Pizza","33.5080653","-112.065452","['Kosher', 'Italian', 'Pizza', 'Restaurants']"
"LzpR_jE6VIutJ08s2cdRrw","Coup Des Tartes","33.504777","-112.047846","['French', 'Restaurants']"
"0K35eGvzVRZEirNo5v_WfA","Ajo Al's Mexican Cafe","33.5113051","-112.0471421","['Mexican', 'Restaurants']"
"m9k4BhXgNTBTguxvLNUaEg","Kim's Chinese Kitchen","33.4797994","-112.0166115","['Chinese', 'Restaurants']"
"BT2Vls7h6sWrCKa5gGXbKg","Long Wong's Restaurant","33.4807981","-112.0208269","['American (Traditional)', 'American (New)', 'Armenian', 'Chinese', 'Restaurants']"
"UlShIstbG4Yfh0MpTAEciA","Subway","33.4953308","-112.0308013","['Fast Food', 'Sandwiches', 'Restaurants']"
"t54zAs7IftAVb9SKcCRotw","Bacchanal Ristorante","33.4797994","-112.0166115","['Greek', 'Mediterranean', 'Restaurants']"
"HNusESyB6lEgrf5IUwUr_g","Sub Factory","33.5091991","-112.0440506","['Sandwiches', 'Restaurants']"
"XzR49vhfm5ugcPJ3x_c2KQ","A & J Chicago Style Bar-B-Q","33.5258838","-112.047946","['Barbeque', 'Restaurants']"
"18TUn9oiW0k0yB6lheiOvw","TEXAZ Grill","33.523984","-112.04698","['Steakhouses', 'Restaurants']"
"ntJAKLAq0cXzzdFgPoo0Iw","Harvey's Wineburger","33.5080289","-112.0479851","['Bars', 'Sports Bars', 'Burgers', 'Nightlife', 'Chicken Wings', 'Restaurants']"
"OT0gFIAr_c-d3i-IQ6TZQg","Baja Fresh Mexican Grill","33.5088898","-112.046771","['Mexican', 'Restaurants']"
"c0RSs2KYK5Y-ZlSrNq9LyA","Moto Sushi","33.5373903","-112.0472679","['Sushi Bars', 'Japanese', 'Restaurants']"
"Tk2dSL0TwQeI_zNJmb442A","Luke's of Chicago's","33.4949943","-112.0473119","['Restaurants', 'Italian']"
"GpK9MeUjEd7rwhejG2ykww","5 & Diner","33.513505","-112.0479841","['Diners', 'Restaurants']"
"74NT13vpDleoNrkxQdEpsQ","McDonald's","33.5087649","-112.04624","['Burgers', 'Fast Food', 'Restaurants']"
"KLaxBc83JnxyGf7GP7enYA","Greekfest Restaurant","33.5098669","-112.0394971","['Greek', 'Mediterranean', 'Restaurants']"
"X8dNaEFH7LWDt1ORmkfDTg","Subway","33.5073239","-112.0468584","['Fast Food', 'Sandwiches', 'Restaurants']"
"KNIw6kwf8LZkrS1lEnaLiw","Einstein Bros Bagels","33.508799","-112.0458179","['Food', 'Breakfast & Brunch', 'Bagels', 'Delis', 'Restaurants']"
"gQjTs4BDNYSu9oJhkEsssw","Lone Star Steakhouse","33.508732","-112.043847","['Seafood', 'Steakhouses', 'American (Traditional)', 'Restaurants']"
"ib-y5nsfn3unE0lLY1vfAw","Arriba Mexican Grill","33.5095722","-112.0425792","['Mexican', 'Restaurants']"
"Pfb6VOIiroqDWOebfgWGPQ","Phoenix City Grille","33.5223999","-112.0478399","['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
"HIiVx2mseVWKtx8TKfWC_A","Duck & Decanter","33.5075996","-112.0448199","['Bars', 'Breakfast & Brunch', 'Wine Bars', 'Nightlife', 'Restaurants', 'Sandwiches']"
"jSEcE8AY-mzGq9EOiyrtng","Europa Pastry Cafe","33.5318417","-112.0479816","['Bakeries', 'Food', 'Polish', 'Restaurants']"
"SOHp2b8quJEitFeuO58Syw","Fish Market Restaurant","33.5101676","-112.0449114","['Seafood', 'Sushi Bars', 'Restaurants']"
"LYyGQgL60VKdV-p_9OxmWQ","Flavors of India","33.5026383","-112.0470936","['Pakistani', 'Indian', 'Buffets', 'Restaurants']"
"RoErsFPM0A-1SCqD-FRV_Q","Kyoto Bowl","33.507455","-112.040131","['Japanese', 'Restaurants']"
"T5HYqRADhAL6VPRAacz74Q","Niccoli's Italian Grocery & Deli","33.5258838","-112.047946","['Food', 'Delis', 'Italian', 'Grocery', 'Restaurants']"
"AyPmMe8GW6J26NvT_oI88Q","Dairy Queen","33.5306354","-112.0472356","['Fast Food', 'Restaurants']"
"GGhyhajTNKm5yTxtAoaxIw","Kokopelli Mexican Grill","33.507455","-112.040131","['Mexican', 'Restaurants']"
"BJLoCsSp2TkHeTv00fJTVQ","Pizza Hut","33.5227283","-112.0480071","['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
"CqhsIZ7TzCfJTrZqg5-gqQ","Armadillo Grill","33.509564","-112.0408787","['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']"
"5kRug3bEienrpovtPRVVwg","Rokerij","33.530335","-112.047101","['Mexican', 'Restaurants']"
"TqHTtjPANCBKGsjGBjDoQQ","NYPD Pizza","33.507455","-112.040131","['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
"VpW40mznMS43CqdbelX2wA","Giuseppe's on 28th","33.4962555","-112.0205287","['Restaurants', 'Italian']"
"PAtgWCLCFRQd_fjnihISOg","L'Amore Italian Restaurant","33.5305094","-112.0154818","['Restaurants', 'Italian']"
"JxgoluY8hnC34cys_f80xA","Deemos American Grill","33.5080183","-112.0270172","['American (Traditional)', 'Restaurants']"
"WzhHlaEyaHE4KIFfcqC_9g","Filiberto's Mexican Food Restaurant","33.4948208","-112.0163009","['Mexican', 'Restaurants']"
"MU3i2uEyUBntebU6pEyMbw","McCormick & Schmicks Seafood Restaurant","33.508229","-112.0265212","['Seafood', 'American (Traditional)', 'Restaurants']"
"rJ7HH85lo0wTNr5BiYGQ4Q","The Adobe Restaurant","33.5232267","-112.0232519","['American (Traditional)', 'Restaurants']"
"bxpzP73A7gauvxFEyd_8xA","Olympic Gyros","33.4880275","-112.0299544","['Greek', 'Restaurants']"
"ET9VpUk1UgjMN5DJRV0yOw","Christopher's Fermier Brasserie & Paola's Wine Bar","33.5096247","-112.0253774","['American (Traditional)', 'French', 'Restaurants']"
"ut-kla-EA23nJOij_dcL0Q","California Pizza Kitchen","33.5094212","-112.0301061","['American (Traditional)', 'Pizza', 'Restaurants']"
"bewtZL-VV1oeGUdAhHVz6Q","Omaha Steakhouse","33.5109749","-112.0249026","['Steakhouses', 'Restaurants']"
"-yPdEze6bYRV2Sm1t4XJhg","Fuddruckers","33.5057196","-112.040429","['Burgers', 'Restaurants']"
"fmuj7u1gflmEjW-h0v9bwg","Miracle Mile Delicatessen","33.507557","-112.040116","['Food', 'Desserts', 'Delis', 'Sandwiches', 'Restaurants']"
"2r8jGeuYvMkyP2ik_X-Bxw","The Cheesecake Factory","33.5100084468","-112.029651966","['Food', 'Desserts', 'American (Traditional)', 'Restaurants']"
"MUsqPXthMdHoPEow9M3MfA","La Madeleine French Bakery & Cafe","33.510311","-112.01556","['Bakeries', 'Food', 'Creperies', 'French', 'Restaurants']"
"kjZJsF1juY_pTOw_A8Ve6w","Chili's Grill & Bar Catering","33.5092616","-112.0376214","['American (Traditional)', 'Restaurants']"
"C37jakxE5TX6ccAfjp2kJA","Nixon's","33.5080183","-112.0270172","['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
"wftoNIA0Q8nX-Da47psBCA","Au Petit Four","33.4977936","-111.9254014","['Bakeries', 'Food', 'Sandwiches', 'French', 'Restaurants']"
